src,type,key,dewpointC,pop,tempC,tempF,maxTempC,minTempC,humidity,weather,weatherPrimary,snowCM,windSpeedKPH,precipMM,windDirDEG,sky,pressureMB,iceaccum,timestamp
aeris,hourly,2016-03-23 08:00,-3,100,1,34,1,1,75,Cloudy with Light Snow Likely,Snow,0.13,24,0.17,50,100,1015,0,1458738000
aeris,hourly,2016-03-24 19:00,-5,8,3,37,3,3,57,Sunny,Sunny,0,7,0,270,5,1013,0,1458864000
aeris,hourly,2016-03-24 14:00,-6,8,4,39,4,4,49,Mostly Sunny,Mostly Sunny,0,17,0,340,20,1013,0,1458846000
aeris,hourly,2016-03-24 23:00,-6,2,-1,30,-1,-1,70,Mostly Clear,Mostly Clear,0,8,0,180,7,1015,0,1458878400
aeris,hourly,2016-03-24 01:00,-6,100,-2,28,-2,-2,75,Cloudy with Chance of Light Snow,Scattered Snow Showers,0.55,26,0.47,20,100,1015,0,1458799200
aeris,hourly,2016-03-24 18:00,-5,8,3,37,3,3,54,Sunny,Sunny,0,9,0,270,5,1013,0,1458860400
aeris,hourly,2016-03-23 22:00,-4,100,-1,30,-1,-1,75,Cloudy with Light Snow,Light Snow,0.55,27,0.47,30,100,1015,0,1458788400
aeris,hourly,2016-03-24 07:00,-7,100,-4,25,-4,-4,78,Partly Cloudy,Partly Cloudy,0.25,23,0.21,10,68,1014,0,1458820800
aeris,hourly,2016-03-23 14:00,-5,100,2,36,2,2,61,Cloudy with Light Snow,Light Snow,0.68,30,0.89,50,100,1016,0,1458759600
aeris,hourly,2016-03-23 04:00,-2,38,2,36,2,2,78,Cloudy,Cloudy,0,20,0,50,98,1012,0,1458723600
aeris,hourly,2016-03-23 19:00,-4,100,2,36,2,2,67,Cloudy with Light Snow,Light Snow,0.68,30,0.89,40,100,1016,0,1458777600
aeris,hourly,2016-03-23 13:00,-4,100,2,36,2,2,62,Cloudy with Light Snow,Light Snow,0.13,27,0.17,50,100,1016,0,1458756000
aeris,hourly,2016-03-24 11:00,-7,8,-1,30,-1,-1,63,Partly Cloudy,Partly Cloudy,0,23,0,360,45,1014,0,1458835200
aeris,hourly,2016-03-24 13:00,-6,8,3,37,3,3,52,Mostly Sunny,Mostly Sunny,0,19,0,360,25,1013,0,1458842400
aeris,hourly,2016-03-23 18:00,-4,100,2,36,2,2,67,Cloudy with Snow,Snow,0.68,30,0.89,40,100,1016,0,1458774000
aeris,hourly,2016-03-23 12:00,-4,100,2,36,2,2,64,Cloudy with Light Snow Likely,Snow,0.13,27,0.17,50,100,1016,0,1458752400
aeris,hourly,2016-03-23 06:00,-2,38,1,34,1,1,78,Cloudy with Chance of Light Snow,Scattered Snow Showers,0,23,0,50,100,1013,0,1458730800
aeris,hourly,2016-03-23 11:00,-4,100,1,34,1,1,69,Cloudy with Light Snow Likely,Snow,0.13,27,0.17,50,100,1016,0,1458748800
aeris,hourly,2016-03-24 17:00,-5,8,4,39,4,4,51,Sunny,Sunny,0,11,0,270,6,1013,0,1458856800
aeris,hourly,2016-03-23 05:00,-1,38,1,34,1,1,81,Cloudy,Cloudy,0,23,0,50,99,1013,0,1458727200
aeris,hourly,2016-03-24 00:00,-5,100,-2,28,-2,-2,78,Cloudy with Light Snow,Light Snow,0.55,26,0.47,30,100,1015,0,1458795600
aeris,hourly,2016-03-24 12:00,-7,8,1,34,1,1,56,Partly Cloudy,Partly Cloudy,0,20,0,360,32,1013,0,1458838800
aeris,hourly,2016-03-24 16:00,-5,8,5,41,5,5,48,Sunny,Sunny,0,13,0,310,6,1012,0,1458853200
aeris,hourly,2016-03-24 03:00,-6,100,-3,27,-3,-3,78,Mostly Cloudy with Scattered Snow Showers,Scattered Snow Showers,0.25,24,0.21,10,90,1014,0,1458806400
aeris,hourly,2016-03-25 01:00,-7,2,-3,27,-3,-3,75,Mostly Clear,Mostly Clear,0,10,0,180,10,1015,0,1458885600
aeris,hourly,2016-03-24 02:00,-5,100,-2,28,-2,-2,78,Cloudy with Chance of Light Snow,Scattered Snow Showers,0.25,26,0.21,20,97,1015,0,1458802800
aeris,hourly,2016-03-24 22:00,-6,2,0,32,0,0,68,Clear,Clear,0,7,0,220,6,1015,0,1458874800
aeris,hourly,2016-03-24 10:00,-7,8,-2,28,-2,-2,69,Partly Cloudy,Partly Cloudy,0,23,0,360,51,1014,0,1458831600
aeris,hourly,2016-03-23 07:00,-3,38,1,34,1,1,78,Cloudy with Chance of Light Snow,Scattered Snow Showers,0,23,0,60,100,1014,0,1458734400
aeris,hourly,2016-03-23 17:00,-4,100,2,36,2,2,64,Cloudy with Snow,Snow,0.68,30,0.89,40,100,1016,0,1458770400
aeris,hourly,2016-03-23 20:00,-4,100,0,32,0,0,72,Cloudy with Light Snow,Light Snow,0.55,27,0.47,40,100,1016,0,1458781200
aeris,hourly,2016-03-24 09:00,-7,8,-3,27,-3,-3,72,Partly Cloudy,Partly Cloudy,0,23,0,360,55,1014,0,1458828000
