src,type,key,dewpointC,pop,tempC,tempF,maxTempC,minTempC,humidity,weather,weatherPrimary,snowCM,windSpeedKPH,precipMM,windDirDEG,sky,pressureMB,iceaccum,timestamp
aeris,hourly,2016-03-26 09:00,2,45,3,37,3,3,93,Cloudy with Chance of Light Rain,Scattered Showers,0,7,0.21,160,96,1013,0,1459000800
aeris,hourly,2016-03-26 13:00,4,45,7,45,7,7,79,Cloudy with Chance of Light Rain,Scattered Showers,0,4,0.21,140,97,1014,0,1459015200
aeris,hourly,2016-03-26 03:00,2,52,3,37,3,3,89,Cloudy with Chance of Light Rain,Scattered Showers,0,12,0.42,170,97,1012,0,1458979200
aeris,hourly,2016-03-26 14:00,4,45,7,45,7,7,78,Cloudy with Chance of Light Rain,Scattered Showers,0,6,0.38,340,97,1014,0,1459018800
aeris,hourly,2016-03-25 23:00,1,52,4,39,4,4,82,Cloudy with Chance of Light Rain,Scattered Showers,0,13,0.21,160,98,1013,0,1458964800
aeris,hourly,2016-03-26 18:00,3,45,6,43,6,6,80,Cloudy with Chance of Light Rain,Scattered Showers,0,12,0.38,340,99,1014,0,1459033200
aeris,hourly,2016-03-26 22:00,0,23,4,39,4,4,79,Mostly Cloudy with Isolated Showers,Isolated Showers,0,17,0.13,330,85,1016,0,1459047600
aeris,hourly,2016-03-25 08:00,-7,19,-4,25,-4,-4,81,Mostly Sunny,Mostly Sunny,0,12,0,170,20,1014,0,1458910800
aeris,hourly,2016-03-25 16:00,-2,19,7,45,7,7,55,Partly Cloudy,Partly Cloudy,0,20,0.04,170,67,1012,0,1458939600
aeris,hourly,2016-03-25 02:00,-5,0,-1,30,-1,-1,72,Clear,Clear,0,6,0,150,4,1015,0,1458889200
aeris,hourly,2016-03-26 19:00,2,45,5,41,5,5,82,Cloudy with Chance of Light Rain,Isolated Showers,0,13,0.38,340,99,1014,0,1459036800
aeris,hourly,2016-03-25 11:00,-4,19,2,36,2,2,61,Mostly Sunny,Mostly Sunny,0,14,0,170,31,1013,0,1458921600
aeris,hourly,2016-03-26 06:00,2,52,3,37,3,3,96,Cloudy with Chance of Light Rain,Scattered Showers,0,10,0.42,170,95,1012,0,1458990000
aeris,hourly,2016-03-26 12:00,3,45,5,41,5,5,82,Cloudy with Chance of Light Rain,Scattered Showers,0,4,0.21,140,97,1014,0,1459011600
aeris,hourly,2016-03-26 16:00,3,45,7,45,7,7,76,Cloudy with Chance of Light Rain,Scattered Showers,0,10,0.38,340,98,1013,0,1459026000
aeris,hourly,2016-03-26 02:00,2,52,4,39,4,4,85,Cloudy with Chance of Light Rain,Scattered Showers,0,13,0.42,160,98,1012,0,1458975600
aeris,hourly,2016-03-26 04:00,2,52,3,37,3,3,92,Cloudy with Chance of Light Rain,Scattered Showers,0,12,0.42,170,97,1012,0,1458982800
aeris,hourly,2016-03-25 10:00,-5,19,0,32,0,0,69,Mostly Sunny,Mostly Sunny,0,13,0,170,27,1014,0,1458918000
aeris,hourly,2016-03-25 20:00,1,52,5,41,5,5,73,Cloudy with Chance of Light Rain,Isolated Showers,0,13,0.21,160,98,1012,0,1458954000
aeris,hourly,2016-03-25 13:00,-3,19,6,43,6,6,55,Partly Cloudy,Partly Cloudy,0,19,0,180,36,1013,0,1458928800
aeris,hourly,2016-03-26 21:00,1,23,4,39,4,4,80,Mostly Cloudy with Isolated Showers,Isolated Showers,0,16,0.13,330,90,1016,0,1459044000
aeris,hourly,2016-03-25 18:00,-1,19,5,41,5,5,62,Mostly Cloudy with Isolated Showers,Isolated Showers,0,17,0.04,160,92,1012,0,1458946800
aeris,hourly,2016-03-25 03:00,-6,0,-2,28,-2,-2,74,Mostly Clear,Mostly Clear,0,6,0,150,7,1014,0,1458892800
aeris,hourly,2016-03-25 05:00,-7,0,-4,25,-4,-4,81,Mostly Clear,Mostly Clear,0,7,0,160,13,1014,0,1458900000
aeris,hourly,2016-03-27 01:00,-1,23,1,34,1,1,85,Mostly Cloudy,Mostly Cloudy,0,13,0.13,330,71,1018,0,1459058400
aeris,hourly,2016-03-25 19:00,-1,19,5,41,5,5,65,Cloudy with Slight Chance of Light Rain,Isolated Showers,0,14,0.04,160,98,1012,0,1458950400
aeris,hourly,2016-03-25 22:00,1,52,4,39,4,4,82,Cloudy with Chance of Light Rain,Scattered Showers,0,13,0.21,150,98,1013,0,1458961200
aeris,hourly,2016-03-26 00:00,1,52,4,39,4,4,82,Cloudy with Chance of Light Rain,Scattered Showers,0,13,0.21,160,99,1013,0,1458968400
aeris,hourly,2016-03-26 10:00,2,45,4,39,4,4,88,Cloudy with Chance of Light Rain,Scattered Showers,0,6,0.21,160,96,1014,0,1459004400
aeris,hourly,2016-03-26 23:00,0,23,3,37,3,3,81,Mostly Cloudy with Isolated Showers,Isolated Showers,0,16,0.13,330,80,1017,0,1459051200
aeris,hourly,2016-03-26 07:00,2,52,3,37,3,3,92,Cloudy with Chance of Light Rain,Scattered Showers,0,10,0.42,170,95,1012,0,1458993600
aeris,hourly,2016-03-26 08:00,2,45,3,37,3,3,93,Cloudy with Chance of Light Rain,Scattered Showers,0,7,0.21,160,95,1013,0,1458997200
aeris,hourly,2016-03-25 21:00,1,52,4,39,4,4,83,Cloudy with Chance of Light Rain,Isolated Showers,0,13,0.21,160,98,1012,0,1458957600
aeris,hourly,2016-03-25 15:00,-2,19,7,45,7,7,53,Partly Cloudy,Partly Cloudy,0,20,0.04,170,55,1012,0,1458936000
aeris,hourly,2016-03-25 06:00,-7,0,-5,23,-5,-5,84,Mostly Clear,Mostly Clear,0,7,0,170,16,1014,0,1458903600
aeris,hourly,2016-03-26 15:00,3,45,7,45,7,7,77,Cloudy with Chance of Light Rain,Scattered Showers,0,8,0.38,340,98,1013,0,1459022400
aeris,hourly,2016-03-26 01:00,2,52,4,39,4,4,86,Cloudy with Chance of Light Rain,Scattered Showers,0,13,0.21,160,99,1013,0,1458972000
aeris,hourly,2016-03-25 09:00,-6,19,-2,28,-2,-2,74,Mostly Sunny,Mostly Sunny,0,12,0,170,23,1014,0,1458914400
aeris,hourly,2016-03-27 00:00,-1,23,2,36,2,2,83,Mostly Cloudy with Isolated Showers,Isolated Showers,0,14,0.13,330,76,1018,0,1459054800
