src,type,key,dewpoint,wdir,qpf,pop,condition,mslp,temp,sky,snow,humidity,wspd
wunder,hourly,2016-03-24 20:00,-7,355,0,0,Clear,1014,37,2,0,49,6
wunder,hourly,2016-03-24 23:00,-7,54,0,0,Clear,1015,32,0,0,60,5
wunder,hourly,2016-03-25 23:00,0,160,1,58,Chance of Rain,1013,40,96,0,73,19
wunder,hourly,2016-03-25 00:00,-6,84,0,0,Clear,1015,31,0,0,66,3
wunder,hourly,2016-03-25 17:00,-2,172,0,16,Mostly Cloudy,1012,44,79,0,55,27
wunder,hourly,2016-03-25 08:00,-7,163,0,0,Clear,1014,28,26,0,73,10
wunder,hourly,2016-03-24 19:00,-6,344,0,0,Clear,1013,39,2,0,47,10
wunder,hourly,2016-03-25 02:00,-6,135,0,0,Clear,1015,30,0,0,71,5
wunder,hourly,2016-03-25 11:00,-5,178,0,0,Partly Cloudy,1014,38,45,0,53,24
wunder,hourly,2016-03-24 15:00,-11,357,0,0,Clear,1012,43,0,0,29,24
wunder,hourly,2016-03-26 02:00,2,177,0,45,Chance of Rain,1013,40,97,0,84,18
wunder,hourly,2016-03-25 10:00,-6,174,0,0,Partly Cloudy,1015,34,38,0,60,21
wunder,hourly,2016-03-24 21:00,-7,17,0,0,Clear,1014,35,0,0,53,6
wunder,hourly,2016-03-25 20:00,-1,157,0,18,Overcast,1013,41,95,0,66,14
wunder,hourly,2016-03-25 13:00,-3,186,0,1,Partly Cloudy,1014,43,54,0,51,27
wunder,hourly,2016-03-24 17:00,-9,349,0,0,Clear,1012,43,0,0,33,21
wunder,hourly,2016-03-25 03:00,-6,147,0,0,Clear,1014,30,0,0,72,6
wunder,hourly,2016-03-25 18:00,-1,167,0,36,Chance of Rain,1012,43,86,0,60,24
wunder,hourly,2016-03-25 05:00,-6,161,0,0,Clear,1014,28,8,0,77,6
wunder,hourly,2016-03-24 16:00,-10,354,0,0,Clear,1012,44,0,0,30,23
wunder,hourly,2016-03-25 22:00,-1,155,1,34,Chance of Rain,1013,40,95,0,69,19
wunder,hourly,2016-03-26 00:00,1,165,1,64,Chance of Rain,1013,40,97,0,78,19
wunder,hourly,2016-03-25 21:00,-1,153,0,19,Overcast,1013,40,94,0,67,16
wunder,hourly,2016-03-24 22:00,-7,34,0,0,Clear,1015,34,0,0,55,5
wunder,hourly,2016-03-25 01:00,-6,121,0,0,Clear,1015,30,0,0,71,5
wunder,hourly,2016-03-25 15:00,-3,177,0,1,Mostly Cloudy,1013,45,63,0,48,29
wunder,hourly,2016-03-25 06:00,-6,163,0,0,Clear,1014,28,24,0,76,8
wunder,hourly,2016-03-26 01:00,1,173,0,67,Chance of Rain,1013,40,97,0,81,18
wunder,hourly,2016-03-25 09:00,-6,169,0,0,Partly Cloudy,1015,31,35,0,68,13
wunder,hourly,2016-03-25 16:00,-3,174,0,1,Mostly Cloudy,1012,44,72,0,50,29
wunder,hourly,2016-03-25 07:00,-7,164,0,0,Clear,1014,27,29,0,75,8
wunder,hourly,2016-03-24 18:00,-7,347,0,0,Clear,1013,41,3,0,42,18
wunder,hourly,2016-03-25 04:00,-6,155,0,0,Clear,1014,29,0,0,74,6
wunder,hourly,2016-03-25 19:00,-1,161,0,20,Overcast,1012,42,92,0,64,16
wunder,hourly,2016-03-25 14:00,-3,184,0,1,Partly Cloudy,1013,44,59,0,49,29
wunder,hourly,2016-03-25 12:00,-4,186,0,0,Partly Cloudy,1014,41,52,0,50,26
